Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Denmark/DCGC-529791/2022	EPI_ISL_13341693	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Stretches of NNNs (1.26% of overall sequence). Gap of 18 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529834/2022	EPI_ISL_13341736	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529837/2022	EPI_ISL_13341739	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Denmark/DCGC-529828/2022	EPI_ISL_13341730	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529836/2022	EPI_ISL_13341738	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.9	GRA
hCoV-19/Denmark/DCGC-529887/2022	EPI_ISL_13341789	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=2,last_infection_id=hCoV-19/Denmark/DCGC-153160/2021	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529820/2022	EPI_ISL_13341722	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529818/2022	EPI_ISL_13341720	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=2,last_infection_date=2021-12-06	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529826/2022	EPI_ISL_13341728	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529779/2022	EPI_ISL_13341681	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Denmark/DCGC-529784/2022	EPI_ISL_13341686	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529793/2022	EPI_ISL_13341695	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529796/2022	EPI_ISL_13341698	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529797/2022	EPI_ISL_13341699	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Stretches of NNNs (1.37% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529795/2022	EPI_ISL_13341697	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529783/2022	EPI_ISL_13341685	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.3	GRA
hCoV-19/Denmark/DCGC-529790/2022	EPI_ISL_13341692	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Stretches of NNNs (4.39% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	warn	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529789/2022	EPI_ISL_13341691	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=2,last_infection_date=2022-01-24	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529782/2022	EPI_ISL_13341684	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Stretches of NNNs (1.36% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529780/2022	EPI_ISL_13341682	2022-06-12	Europe / Denmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Denmark/DCGC-529786/2022	EPI_ISL_13341688	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529918/2022	EPI_ISL_13341820	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	NS8_G8stop results in 94.2% truncation of the protein sequence. Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529940/2022	EPI_ISL_13341842	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529943/2022	EPI_ISL_13341845	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Long stretches of NNNs (5.51% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage. E without BLAST coverage.	alert	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529850/2022	EPI_ISL_13341752	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529849/2022	EPI_ISL_13341751	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=2,last_infection_date=2020-11-23	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529852/2022	EPI_ISL_13341754	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=2,last_infection_id=hCoV-19/Denmark/DCGC-99652/2021	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529853/2022	EPI_ISL_13341755	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529856/2022	EPI_ISL_13341758	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.9	GRA
hCoV-19/Denmark/DCGC-529842/2022	EPI_ISL_13341744	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529948/2022	EPI_ISL_13341850	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Denmark/DCGC-529871/2022	EPI_ISL_13341773	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529915/2022	EPI_ISL_13341817	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Insertion of 12 nucleotides when compared to the reference WIV04 sequence. Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529840/2022	EPI_ISL_13341742	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529847/2022	EPI_ISL_13341749	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.2	GRA
hCoV-19/Denmark/DCGC-529878/2022	EPI_ISL_13341780	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529874/2022	EPI_ISL_13341776	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529870/2022	EPI_ISL_13341772	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529875/2022	EPI_ISL_13341777	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=2,last_infection_date=2022-01-31	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529868/2022	EPI_ISL_13341770	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 18 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529876/2022	EPI_ISL_13341778	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529872/2022	EPI_ISL_13341774	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=2,last_infection_date=2021-11-22	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-530106/2022	EPI_ISL_13342008	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529861/2022	EPI_ISL_13341763	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529862/2022	EPI_ISL_13341764	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=2,last_infection_date=2022-02-28	Illumina	ARTIC-ncov2019 v1.1.0	Stretches of NNNs (2.99% of overall sequence). Gap of 30 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	warn	BA.2	GRA
hCoV-19/Denmark/DCGC-529864/2022	EPI_ISL_13341766	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529865/2022	EPI_ISL_13341767	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529891/2022	EPI_ISL_13341793	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=2,last_infection_date=2021-12-06	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529892/2022	EPI_ISL_13341794	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529888/2022	EPI_ISL_13341790	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529880/2022	EPI_ISL_13341782	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=2,last_infection_id=hCoV-19/Denmark/DCGC-263335/2021	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529879/2022	EPI_ISL_13341781	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529883/2022	EPI_ISL_13341785	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-530000/2022	EPI_ISL_13341902	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-530009/2022	EPI_ISL_13341911	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529998/2022	EPI_ISL_13341900	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=2,last_infection_date=2021-12-13	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529893/2022	EPI_ISL_13341795	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.3	GRA
hCoV-19/Denmark/DCGC-529896/2022	EPI_ISL_13341798	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529895/2022	EPI_ISL_13341797	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Stretches of NNNs (1.02% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529894/2022	EPI_ISL_13341796	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-530011/2022	EPI_ISL_13341913	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529909/2022	EPI_ISL_13341811	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-530062/2022	EPI_ISL_13341964	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529966/2022	EPI_ISL_13341868	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 36 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529964/2022	EPI_ISL_13341866	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529965/2022	EPI_ISL_13341867	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 30 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Denmark/DCGC-529904/2022	EPI_ISL_13341806	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 42 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Denmark/DCGC-529903/2022	EPI_ISL_13341805	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529901/2022	EPI_ISL_13341803	2022-06-12	Europe / Denmark / Midtjylland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529900/2022	EPI_ISL_13341802	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529899/2022	EPI_ISL_13341801	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Insertion of 12 nucleotides when compared to the reference WIV04 sequence. Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529905/2022	EPI_ISL_13341807	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=2,last_infection_date=2022-01-17	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-530083/2022	EPI_ISL_13341985	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529935/2022	EPI_ISL_13341837	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529929/2022	EPI_ISL_13341831	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.18	GRA
hCoV-19/Denmark/DCGC-529930/2022	EPI_ISL_13341832	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Denmark/DCGC-529933/2022	EPI_ISL_13341835	2022-06-12	Europe / Denmark / Hovedstaden	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Denmark/DCGC-529928/2022	EPI_ISL_13341830	2022-06-12	Europe / Denmark / Sjaelland	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Denmark/DCGC-529931/2022	EPI_ISL_13341833	2022-06-12	Europe / Denmark / Syddanmark	Human	Original		n_infections=1	Illumina	ARTIC-ncov2019 v1.1.0	Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.13	GRA
